Drug_Pair_CUIs,Interaction_Class
C3467876_C0144576,0
C3467876_C0678133,0
C0144576_C0678133,0
C0144576_C2697961,0
C0678133_C0144576,0
C0678133_C2697961,0
C2697961_C0144576,0
C2697961_C0678133,0
C0022614_C0079883,0
C0022614_C0701928,0
C0022614_C0146224,0
C0079883_C0022614,0
C0079883_C0701928,0
C0079883_C0146224,0
C0701928_C0022614,0
C0701928_C0079883,0
C0701928_C0146224,0
C0146224_C0022614,3
C0146224_C0079883,3
C0146224_C0701928,3
C0765273_C3886731,5
C3886731_C0765273,0
C0032912_C2987648,3
C2987648_C0032912,0
C0144576_C0678133,0
C0144576_C0146224,0
C0678133_C0144576,0
C0678133_C0146224,0
C0146224_C0144576,1
C0146224_C0678133,1
C1506770_C0016360,0
C0016360_C1506770,2
C0285590_C0144576,5
C0285590_C0678133,5
C0144576_C0285590,0
C0144576_C0678133,0
C0678133_C0285590,0
C0678133_C0144576,0
C1506770_C0765273,0
C0765273_C1506770,2
C0136123_C0146224,3
C0146224_C0136123,0
C0078257_C0008286,5
C0008286_C0078257,0
C0078257_C0245561,2
C0078257_C4256038,2
C0245561_C0078257,0
C0245561_C4256038,0
C4256038_C0078257,0
C4256038_C0245561,0
C1122962_C0014710,2
C0014710_C1122962,0
C2974289_C0071304,0
C0078257_C0016365,2
C0016365_C0078257,0
C0796392_C0210657,0
C0210657_C0796392,0
C0078257_C1144149,1
C1144149_C0078257,0
C0077375_C2935840,0
C2987648_C1099259,0
C2987648_C1831731,0
C1099259_C2987648,4
C1099259_C1831731,0
C1831731_C2987648,4
C1831731_C1099259,0
C3853921_C1999375,0
C1999375_C3853921,2
C0252643_C2825457,0
C0252643_C0123931,5
C2825457_C0252643,0
C2825457_C0123931,5
C0123931_C0252643,0
C0123931_C2825457,0
C1122962_C3853921,3
C3853921_C1122962,0
C3818721_C0014710,0
C0014710_C3818721,2
C0078257_C0538927,2
C0538927_C0078257,0
C0078257_C0011082,2
C0011082_C0078257,0
C0144576_C0678133,0
C0144576_C1099414,0
C0678133_C0144576,0
C0678133_C1099414,0
C1099414_C0144576,1
C1099414_C0678133,1
C1135135_C0041014,0
C0246330_C0025605,1
C0025605_C0246330,0
C0144576_C0678133,0
C0144576_C1176306,0
C0678133_C0144576,0
C0678133_C1176306,0
C1176306_C0144576,2
C1176306_C0678133,2
C0285590_C0246415,2
C0285590_C0771375,2
C0246415_C0285590,0
C0246415_C0771375,0
C0771375_C0285590,0
C0771375_C0246415,0
C0078257_C0529351,2
C0529351_C0078257,0
C0078257_C0043474,1
C0043474_C0078257,0
C0144576_C0678133,0
C0144576_C0065180,0
C0678133_C0144576,0
C0678133_C0065180,0
C0065180_C0144576,2
C0065180_C0678133,2
C3818721_C2347624,0
C2347624_C3818721,2
C0025677_C0038792,4
C0038792_C0025677,0
C0015020_C3537278,0
C0015020_C0009079,0
C3537278_C0015020,0
C3537278_C0009079,0
C0009079_C0015020,1
C0009079_C3537278,1
C0002575_C1257689,0
C0002575_C0765273,0
C1257689_C0002575,0
C1257689_C0765273,0
C0765273_C0002575,5
C0765273_C1257689,5
C0054201_C0765273,0
C0765273_C0054201,1
C0012091_C0146224,3
C0146224_C0012091,0
C0006949_C2930490,5
C2930490_C0006949,0
C0055891_C0078257,5
C0078257_C0055891,0
C1122962_C3272698,2
C3272698_C1122962,0
C1122962_C1609931,5
C1609931_C1122962,0
C1176020_C0146224,0
C0146224_C1176020,1
C0078257_C1721377,2
C1721377_C0078257,0
C0246415_C0771375,0
C0246415_C1176306,0
C0771375_C0246415,0
C0771375_C1176306,0
C1176306_C0246415,2
C1176306_C0771375,2
C0765273_C0048470,0
C0078257_C0528023,5
C0528023_C0078257,0
C3818721_C0061851,0
C0014806_C0600214,0
C0014806_C0146224,4
C0600214_C0014806,0
C0600214_C0146224,4
C0146224_C0014806,0
C0146224_C0600214,0
C0002475_C0702049,0
C0002475_C0702050,0
C0002475_C0045093,1
C0702049_C0002475,0
C0702049_C0702050,0
C0702049_C0045093,1
C0702050_C0002475,0
C0702050_C0702049,0
C0702050_C0045093,1
C0045093_C0002475,0
C0045093_C0702049,0
C0045093_C0702050,0
C1516119_C0146224,4
C0146224_C1516119,0
C0002600_C2974289,2
C2974289_C0002600,0
C0246415_C0771375,0
C0246415_C0061008,0
C0246415_C2700233,0
C0771375_C0246415,0
C0771375_C0061008,0
C0771375_C2700233,0
C0061008_C0246415,0
C0061008_C0771375,0
C0061008_C2700233,0
C2700233_C0246415,0
C2700233_C0771375,0
C2700233_C0061008,0
C0246415_C0771375,0
C0246415_C0526371,2
C0771375_C0246415,0
C0771375_C0526371,2
C0526371_C0246415,0
C0526371_C0771375,0
C0144576_C0678133,0
C0144576_C1948068,1
C0678133_C0144576,0
C0678133_C1948068,1
C1948068_C0144576,0
C1948068_C0678133,0
C0048808_C2935840,0
C0071126_C0950476,0
C0071126_C2935840,0
C0950476_C0071126,0
C0950476_C2935840,0
C1506770_C1176306,0
C1176306_C1506770,2
C0025677_C0041014,0
C0042523_C0146224,4
C0146224_C0042523,0
C0246415_C0771375,0
C0246415_C1831796,2
C0771375_C0246415,0
C0771375_C1831796,2
C1831796_C0246415,0
C1831796_C0771375,0
C3818721_C1999375,0
C1999375_C3818721,4
C1122962_C0026256,5
C0026256_C1122962,0
C3818721_C0039644,0
C3818721_C3710841,0
C3818721_C4255917,0
C3818721_C4255918,0
C0039644_C3818721,4
C0039644_C3710841,0
C0039644_C4255917,0
C0039644_C4255918,0
C3710841_C3818721,4
C3710841_C0039644,0
C3710841_C4255917,0
C3710841_C4255918,0
C4255917_C3818721,4
C4255917_C0039644,0
C4255917_C3710841,0
C4255917_C4255918,0
C4255918_C3818721,4
C4255918_C0039644,0
C4255918_C3710841,0
C4255918_C4255917,0
C0078257_C0050940,0
C0050940_C0078257,0
C0004147_C1135135,2
C1135135_C0004147,0
C0078257_C0005308,5
C0005308_C0078257,0
C1506770_C0525005,0
C0525005_C1506770,2
C0078257_C0045093,1
C0045093_C0078257,0
C0085170_C2974289,2
C2974289_C0085170,0
C0123931_C0015846,2
C0015846_C0123931,0
C0025605_C1176329,0
C1176329_C0025605,0
C0144576_C0678133,0
C0144576_C0079083,0
C0678133_C0144576,0
C0678133_C0079083,0
C0079083_C0144576,1
C0079083_C0678133,1
C0040610_C3818721,2
C3818721_C0040610,0
C0005100_C1506770,0
C1506770_C2830183,2
C2830183_C1506770,0
C0051696_C0146224,0
C0146224_C0051696,0
C0078257_C0020934,2
C0078257_C4082435,2
C0020934_C0078257,0
C0020934_C4082435,0
C4082435_C0078257,0
C4082435_C0020934,0
C1122962_C1176306,2
C1176306_C1122962,0
C0025605_C0388976,4
C0025605_C1311070,4
C0388976_C0025605,0
C0388976_C1311070,0
C1311070_C0025605,0
C1311070_C0388976,0
C0123931_C0002026,2
C0002026_C0123931,0
C1122962_C0008287,0
C0008287_C1122962,0
C0027358_C1506770,0
C1506770_C0027358,0
C0078257_C0034417,5
C0034417_C0078257,0
C1506770_C0085542,0
C0085542_C1506770,4
C1122962_C0075632,3
C0075632_C1122962,0
C2935840_C0014921,0
C1135135_C0754011,2
C0754011_C1135135,0
C1506770_C0065180,0
C0065180_C1506770,2
C0246415_C0771375,0
C0246415_C0079083,0
C0771375_C0246415,0
C0771375_C0079083,0
C0079083_C0246415,1
C0079083_C0771375,1
C1506770_C0126174,0
C0126174_C1506770,0
C3273719_C2974289,0
C2974289_C3273719,4
C0031990_C0209263,0
C0031990_C3818721,2
C0209263_C0031990,0
C0209263_C3818721,2
C3818721_C0031990,0
C3818721_C0209263,0
C0040864_C2974289,5
C2974289_C0040864,0
C0246415_C0771375,0
C0246415_C1099414,0
C0771375_C0246415,0
C0771375_C1099414,0
C1099414_C0246415,1
C1099414_C0771375,1
C3818721_C1527027,0
C1527027_C3818721,2
C0020934_C4082435,0
C0020934_C0146224,3
C4082435_C0020934,0
C4082435_C0146224,3
C0146224_C0020934,0
C0146224_C4082435,0
C1099414_C0123931,1
C0123931_C1099414,0
C0286738_C2987648,4
C2987648_C0286738,0
C0012258_C0045093,0
C0045093_C0012258,4
C0015020_C3537278,0
C0015020_C0039943,0
C3537278_C0015020,0
C3537278_C0039943,0
C0039943_C0015020,1
C0039943_C3537278,1
C1506770_C0289313,0
C0289313_C1506770,2
C1122962_C2349941,0
C2349941_C1122962,0
C1176316_C2974289,0
C2974289_C1176316,0
C0252643_C2825457,0
C0252643_C3818721,5
C2825457_C0252643,0
C2825457_C3818721,5
C3818721_C0252643,0
C3818721_C2825457,0
C0039663_C2987648,0
C2987648_C0039663,0
C1122962_C0015772,2
C0015772_C1122962,0
C0020823_C2830183,5
C2830183_C0020823,0
C2935840_C0071568,0
C0246415_C0771375,0
C0246415_C0016278,0
C0771375_C0246415,0
C0771375_C0016278,0
C0016278_C0246415,1
C0016278_C0771375,1
C1099414_C0015133,1
C0015133_C1099414,0
C0144576_C0678133,0
C0144576_C0071126,1
C0144576_C0950476,1
C0678133_C0144576,0
C0678133_C0071126,1
C0678133_C0950476,1
C0071126_C0144576,0
C0071126_C0678133,0
C0071126_C0950476,0
C0950476_C0144576,0
C0950476_C0678133,0
C0950476_C0071126,0
C0020823_C1176306,0
C1176306_C0020823,2
C0144576_C0678133,0
C0144576_C0048808,1
C0678133_C0144576,0
C0678133_C0048808,1
C0048808_C0144576,0
C0048808_C0678133,0
C0728747_C2352806,1
C2352806_C0728747,0
C0002475_C0702049,0
C0002475_C0702050,0
C0002475_C0008838,1
C0702049_C0002475,0
C0702049_C0702050,0
C0702049_C0008838,1
C0702050_C0002475,0
C0702050_C0702049,0
C0702050_C0008838,1
C0008838_C0002475,0
C0008838_C0702049,0
C0008838_C0702050,0
C1506770_C0012203,0
C0012203_C1506770,2
C0209738_C2987648,3
C2987648_C0209738,0
C0001962_C2974289,5
C2974289_C0001962,0
C0073633_C0765273,5
C0765273_C0073633,0
C0031412_C2930490,5
C2930490_C0031412,0
C0073633_C0042682,2
C0042682_C0073633,0
C1176309_C0078257,1
C0078257_C1176309,0
C1506770_C0066677,0
C0066677_C1506770,2
C0008947_C0765273,0
C0765273_C0008947,5
C0006405_C2987648,3
C2987648_C0006405,0
C0246415_C0771375,0
C0246415_C3661315,2
C0771375_C0246415,0
C0771375_C3661315,2
C3661315_C0246415,0
C3661315_C0771375,0
C0000970_C1258986,0
C0000970_C3853921,5
C1258986_C0000970,0
C1258986_C3853921,5
C3853921_C0000970,0
C3853921_C1258986,0
C0008287_C0025677,0
C1122962_C0146224,3
C0146224_C1122962,0
C0016277_C0699601,0
C0016277_C4082694,0
C0016277_C0078257,2
C0699601_C0016277,0
C0699601_C4082694,0
C0699601_C0078257,2
C4082694_C0016277,0
C4082694_C0699601,0
C4082694_C0078257,2
C0078257_C0016277,0
C0078257_C0699601,0
C0078257_C4082694,0
C0022614_C0079883,0
C0022614_C0701928,0
C0022614_C1506770,2
C0079883_C0022614,0
C0079883_C0701928,0
C0079883_C1506770,2
C0701928_C0022614,0
C0701928_C0079883,0
C0701928_C1506770,2
C1506770_C0022614,0
C1506770_C0079883,0
C1506770_C0701928,0
C0008929_C1135135,2
C1135135_C0008929,0
C0015133_C0015011,2
C0015011_C0015133,0
C1516119_C0078257,0
C0078257_C1516119,1
C0042523_C3853921,2
C3853921_C0042523,0
C0033308_C1451497,0
C0033308_C1515388,0
C0033308_C4256086,0
C0033308_C4256087,0
C0033308_C0078257,0
C1451497_C0033308,0
C1451497_C1515388,0
C1451497_C4256086,0
C1451497_C4256087,0
C1451497_C0078257,0
C1515388_C0033308,0
C1515388_C1451497,0
C1515388_C4256086,0
C1515388_C4256087,0
C1515388_C0078257,0
C4256086_C0033308,0
C4256086_C1451497,0
C4256086_C1515388,0
C4256086_C4256087,0
C4256086_C0078257,0
C4256087_C0033308,0
C4256087_C1451497,0
C4256087_C1515388,0
C4256087_C4256086,0
C4256087_C0078257,0
C0078257_C0033308,2
C0078257_C1451497,2
C0078257_C1515388,2
C0078257_C4256086,2
C0078257_C4256087,2
C3818721_C0083381,0
C0039512_C3818721,2
C3818721_C0039512,0
C0025859_C0123931,0
C0123931_C0025859,0
C0008269_C2974289,2
C2974289_C0008269,0
C0144576_C0678133,0
C0144576_C0101334,1
C0678133_C0144576,0
C0678133_C0101334,1
C0101334_C0144576,0
C0101334_C0678133,0
C0001911_C4082528,0
C0001911_C4082752,0
C0001911_C2974289,2
C4082528_C0001911,0
C4082528_C4082752,0
C4082528_C2974289,2
C4082752_C0001911,0
C4082752_C4082528,0
C4082752_C2974289,2
C2974289_C0001911,0
C2974289_C4082528,0
C2974289_C4082752,0
C0009079_C3853921,5
C3853921_C0009079,0
C0011777_C1135132,5
C1135132_C0011777,0
C0009079_C3818721,4
C3818721_C0009079,0
C0015133_C0123931,0
C0123931_C0015133,2
C3818721_C0015011,0
C0015011_C3818721,2
C0034665_C2974289,4
C2974289_C0034665,0
C0077910_C0025605,0
C1516119_C3853921,0
C3853921_C1516119,0
C1721377_C1135132,0
C1135132_C1721377,2
C0035891_C2974289,2
C2974289_C0035891,0
C3818721_C0038675,0
C0246415_C0771375,0
C0246415_C0061202,5
C0771375_C0246415,0
C0771375_C0061202,5
C0061202_C0246415,0
C0061202_C0771375,0
C0015133_C0296800,4
C0015133_C0379247,4
C0296800_C0015133,0
C0296800_C0379247,0
C0379247_C0015133,0
C0379247_C0296800,0
C0041014_C0146224,3
C0146224_C0041014,0
C0016277_C0699601,0
C0016277_C4082694,0
C0016277_C0025605,2
C0699601_C0016277,0
C0699601_C4082694,0
C0699601_C0025605,2
C4082694_C0016277,0
C4082694_C0699601,0
C4082694_C0025605,2
C0025605_C0016277,0
C0025605_C0699601,0
C0025605_C4082694,0
C0022322_C2987648,3
C2987648_C0022322,0
C0025677_C0054034,1
C0025677_C0128608,1
C0054034_C0025677,0
C0054034_C0128608,0
C0128608_C0025677,0
C0128608_C0054034,0
C1506770_C0027396,0
C1506770_C4255899,0
C0027396_C1506770,2
C0027396_C4255899,0
C4255899_C1506770,2
C4255899_C0027396,0
C0031444_C0015133,0
C1506770_C2349941,2
C2349941_C1506770,0
C0045093_C3273719,4
C3273719_C0045093,0
C0031412_C2974289,5
C2974289_C0031412,0
C0013090_C2699808,0
C0013090_C1135132,0
C2699808_C0013090,0
C2699808_C1135132,0
C1135132_C0013090,0
C1135132_C2699808,0
C0025677_C0058903,4
C0058903_C0025677,0
C0045093_C2974289,4
C2974289_C0045093,0
C3818721_C1456409,0
C1456409_C3818721,5
C0012258_C1135132,4
C1135132_C0012258,0
C0043031_C4292380,0
C0043031_C3818721,4
C4292380_C0043031,0
C4292380_C3818721,4
C3818721_C0043031,0
C3818721_C4292380,0
C2980094_C2974289,0
C2974289_C2980094,2
C0813171_C3475323,0
C0813171_C4306004,0
C0813171_C1135132,5
C3475323_C0813171,0
C3475323_C4306004,0
C3475323_C1135132,5
C4306004_C0813171,0
C4306004_C3475323,0
C4306004_C1135132,5
C1135132_C0813171,0
C1135132_C3475323,0
C1135132_C4306004,0
C0012265_C1135132,4
C1135132_C0012265,0
C3496793_C2974289,0
C3467876_C0042682,0
C2974289_C0039871,0
C0039871_C2974289,2
C0078257_C1831796,2
C1831796_C0078257,0
C0002598_C2987648,4
C2987648_C0002598,0
C0015133_C0754011,4
C0754011_C0015133,0
C1831905_C2987648,3
C2987648_C1831905,0
C3818721_C1565316,0
C1565316_C3818721,2
C0068485_C1135132,2
C1135132_C0068485,0
C0282386_C3661457,0
C0282386_C0025677,0
C3661457_C0282386,0
C3661457_C0025677,0
C0025677_C0282386,3
C0025677_C3661457,3
C0000970_C1258986,0
C0000970_C3818721,5
C1258986_C0000970,0
C1258986_C3818721,5
C3818721_C0000970,0
C3818721_C1258986,0
C0028040_C0068722,0
C0028040_C4490579,0
C0028040_C3818721,0
C0068722_C0028040,0
C0068722_C4490579,0
C0068722_C3818721,0
C4490579_C0028040,0
C4490579_C0068722,0
C4490579_C3818721,0
C3818721_C0028040,0
C3818721_C0068722,0
C3818721_C4490579,0
C0020823_C2349941,5
C2349941_C0020823,0
C3818721_C1707080,0
C1707080_C3818721,4
C0039286_C4255970,0
C0039286_C2987648,4
C4255970_C0039286,0
C4255970_C2987648,4
C2987648_C0039286,0
C2987648_C4255970,0
C0021734_C4256158,0
C0021734_C0025605,4
C4256158_C0021734,0
C4256158_C0025605,4
C0025605_C0021734,0
C0025605_C4256158,0
C0008281_C0724551,0
C0008281_C2974289,2
C0724551_C0008281,0
C0724551_C2974289,2
C2974289_C0008281,0
C2974289_C0724551,0
C0015020_C3537278,0
C0015020_C0006376,0
C3537278_C0015020,0
C3537278_C0006376,0
C0006376_C0015020,1
C0006376_C3537278,1
C0025942_C0025677,0
C0025677_C0025942,2
C0144576_C0678133,0
C0144576_C0016384,0
C0678133_C0144576,0
C0678133_C0016384,0
C0016384_C0144576,2
C0016384_C0678133,2
C1176309_C0042682,1
C0042682_C1176309,0
C3853921_C2987417,0
C2987417_C3853921,3
C0033405_C1122962,0
C0144576_C0678133,0
C0144576_C0754011,2
C0678133_C0144576,0
C0678133_C0754011,2
C0754011_C0144576,0
C0754011_C0678133,0
C0011817_C0591940,0
C0011817_C0025605,0
C0591940_C0011817,0
C0591940_C0025605,0
C0025605_C0011817,1
C0025605_C0591940,1
C0286738_C0123931,0
C2974289_C2973446,2
C2973446_C2974289,0
C2974289_C0286651,0
C0286651_C2974289,2
C2935840_C1176020,0
C0008996_C2987648,4
C2987648_C0008996,0
C1135135_C1176308,4
C1176308_C1135135,0
C0002475_C0702049,0
C0002475_C0702050,0
C0702049_C0002475,0
C0702049_C0702050,0
C0702050_C0002475,0
C0702050_C0702049,0
C2935840_C0002475,0
C2935840_C0702049,0
C2935840_C0702050,0
C2974289_C0388976,0
C2974289_C1311070,0
C0388976_C2974289,2
C0388976_C1311070,0
C1311070_C2974289,2
C1311070_C0388976,0
C0045093_C1999375,4
C1999375_C0045093,0
C1135135_C2974289,2
C2974289_C1135135,0
C3818721_C2987417,0
C2987417_C3818721,4
C1619629_C1135132,5
C1135132_C1619629,0
C0765273_C0081408,2
C0765273_C4255945,2
C0081408_C0765273,0
C0081408_C4255945,0
C4255945_C0765273,0
C4255945_C0081408,0
C2974289_C2001856,4
C2001856_C2974289,0
C0055856_C0620902,0
C0055856_C0123931,0
C0620902_C0055856,0
C0620902_C0123931,0
C2935840_C0006463,0
C0762662_C3818721,5
C3818721_C0762662,0
C1122962_C2830183,2
C2830183_C1122962,0
C0796392_C0146224,0
C0146224_C0796392,0
C1135135_C3496793,5
C3496793_C1135135,0
C1135135_C2980094,4
C2980094_C1135135,0
C2974289_C0019588,0
C0019588_C2974289,4
C0073372_C0123931,0
C0123931_C0073372,5
C2974289_C2931926,2
C2931926_C2974289,0
C2974289_C3192263,2
C3192263_C2974289,0
C0025677_C3853921,3
C3853921_C0025677,0
C0538927_C3818721,2
C3818721_C0538927,0
C1506770_C0021246,0
C0021246_C1506770,0
C3192263_C1135135,0
C0388976_C1311070,0
C1311070_C0388976,0
C2935840_C0388976,0
C2935840_C1311070,0
C0674428_C2974289,2
C2974289_C0674428,0
C0025677_C2974289,2
C2974289_C0025677,0
C0078257_C0008838,1
C0008838_C0078257,0
C1122962_C0015011,2
C0015011_C1122962,0
C0008286_C3853921,5
C3853921_C0008286,0
C0039663_C0008838,0
C0008838_C0039663,0
C0378482_C0650237,0
C0378482_C1135135,0
C0650237_C0378482,0
C0650237_C1135135,0
C0073393_C2974289,2
C2974289_C0073393,0
C2974289_C1099259,0
C2974289_C1831731,0
C1099259_C2974289,4
C1099259_C1831731,0
C1831731_C2974289,4
C1831731_C1099259,0
C0000503_C0673093,0
C0000503_C0025605,0
C0673093_C0000503,0
C0673093_C0025605,0
C0025605_C0000503,1
C0025605_C0673093,1
C2974289_C2830183,0
C2830183_C2974289,2
C2935840_C1516119,0
C0073633_C2987648,4
C2987648_C0073633,0
C0073372_C1135132,5
C1135132_C0073372,0
C0020823_C1099414,0
C1099414_C0020823,1
C0144576_C0678133,0
C0144576_C0164678,2
C0678133_C0144576,0
C0678133_C0164678,2
C0164678_C0144576,0
C0164678_C0678133,0
C3853921_C3467876,0
C3467876_C3853921,5
C3818721_C0063041,0
C0063041_C3818721,2
C0025942_C1135135,0
C1135135_C0025942,2
C0529793_C3818721,4
C3818721_C0529793,0
C0017245_C1506770,2
C1506770_C0017245,0
C1506770_C0288171,0
C0288171_C1506770,2
C0078257_C0008809,2
C0008809_C0078257,0
C0246415_C0771375,0
C0246415_C2931926,4
C0771375_C0246415,0
C0771375_C2931926,4
C2931926_C0246415,0
C2931926_C0771375,0
C0015020_C3537278,0
C0015020_C0246904,0
C3537278_C0015020,0
C3537278_C0246904,0
C0246904_C0015020,1
C0246904_C3537278,1
C0076836_C3818721,4
C3818721_C0076836,0
C0246415_C0771375,0
C0246415_C2350866,1
C0771375_C0246415,0
C0771375_C2350866,1
C2350866_C0246415,0
C2350866_C0771375,0
C1506770_C0937846,0
C0937846_C1506770,2
C0042670_C2987648,4
C2987648_C0042670,0
C2830183_C1135132,0
C1135132_C2830183,1
C0078257_C0010583,5
C0078257_C1880207,5
C0010583_C0078257,0
C0010583_C1880207,0
C1880207_C0078257,0
C1880207_C0010583,0
C0078257_C1135135,4
C1135135_C0078257,0
C0246415_C0771375,0
C0246415_C1176308,4
C0771375_C0246415,0
C0771375_C1176308,4
C1176308_C0246415,0
C1176308_C0771375,0
C0026256_C3818721,5
C3818721_C0026256,0
C0045093_C0008996,4
C0008996_C0045093,0
C0246415_C0771375,0
C0246415_C2973446,4
C0771375_C0246415,0
C0771375_C2973446,4
C2973446_C0246415,0
C2973446_C0771375,0
C0114873_C0015133,2
C0015133_C0114873,0
C0068485_C1135135,0
C1135135_C0068485,2
C3818721_C0915142,0
C0915142_C3818721,2
C0246415_C0771375,0
C0246415_C0132326,0
C0771375_C0246415,0
C0771375_C0132326,0
C0132326_C0246415,2
C0132326_C0771375,2
C0085173_C2974289,2
C2974289_C0085173,0
C1176020_C3818721,2
C3818721_C1176020,0
C3818721_C3181682,0
C3181682_C3818721,2
C0246415_C0771375,0
C0246415_C2974289,2
C0771375_C0246415,0
C0771375_C2974289,2
C2974289_C0246415,0
C2974289_C0771375,0
C0016343_C3495433,0
C0016343_C0025605,2
C3495433_C0016343,0
C3495433_C0025605,2
C0025605_C0016343,0
C0025605_C3495433,0
C0078257_C0042679,1
C0042679_C0078257,0
C3273719_C0281603,0
C0281603_C3273719,3
C3818721_C0754188,0
C0754188_C3818721,2
C0025605_C0754011,2
C0754011_C0025605,0
C0114873_C0123931,2
C0123931_C0114873,0
C0038742_C1135135,0
C0010583_C1880207,0
C0010583_C0297960,4
C1880207_C0010583,0
C1880207_C0297960,4
C0297960_C0010583,0
C0297960_C1880207,0
C0246415_C0771375,0
C0246415_C1999375,2
C0771375_C0246415,0
C0771375_C1999375,2
C1999375_C0246415,0
C1999375_C0771375,0
C0014806_C0600214,0
C0014806_C2974289,4
C0600214_C0014806,0
C0600214_C2974289,4
C2974289_C0014806,0
C2974289_C0600214,0
C0123931_C1690432,1
C1690432_C0123931,0
C0064113_C1135135,0
C1135135_C0064113,2
C1122962_C3496793,5
C3496793_C1122962,0
C0765273_C3273719,5
C3273719_C0765273,0
C1122962_C2980094,3
C2980094_C1122962,0
C3853921_C0032950,0
C0032950_C3853921,5
C0004743_C0025605,0
C0025605_C0004743,1
C0040207_C2930490,2
C2930490_C0040207,0
C0126174_C2974289,0
C2974289_C0126174,0
C0246415_C0771375,0
C0246415_C2935436,4
C0246415_C3643461,4
C0771375_C0246415,0
C0771375_C2935436,4
C0771375_C3643461,4
C2935436_C0246415,0
C2935436_C0771375,0
C2935436_C3643461,0
C3643461_C0246415,0
C3643461_C0771375,0
C3643461_C2935436,0
C0025677_C1999375,2
C1999375_C0025677,0
C1567656_C0146224,0
C0146224_C1567656,4
C0015020_C3537278,0
C0015020_C0012582,0
C3537278_C0015020,0
C3537278_C0012582,0
C0012582_C0015020,1
C0012582_C3537278,1
C0085208_C1135135,0
C1135135_C0085208,2
C0039644_C3710841,0
C0039644_C4255917,0
C0039644_C4255918,0
C0039644_C2974289,4
C3710841_C0039644,0
C3710841_C4255917,0
C3710841_C4255918,0
C3710841_C2974289,4
C4255917_C0039644,0
C4255917_C3710841,0
C4255917_C4255918,0
C4255917_C2974289,4
C4255918_C0039644,0
C4255918_C3710841,0
C4255918_C4255917,0
C4255918_C2974289,4
C2974289_C0039644,0
C2974289_C3710841,0
C2974289_C4255917,0
C2974289_C4255918,0
C0048451_C0025605,0
C0025605_C0048451,1
C0016277_C0699601,0
C0016277_C4082694,0
C0016277_C2974289,4
C0699601_C0016277,0
C0699601_C4082694,0
C0699601_C2974289,4
C4082694_C0016277,0
C4082694_C0699601,0
C4082694_C2974289,4
C2974289_C0016277,0
C2974289_C0699601,0
C2974289_C4082694,0
C0002403_C0146224,3
C0146224_C0002403,0
C0008286_C3818721,5
C3818721_C0008286,0
C3818721_C3467876,0
C0144576_C0678133,0
C0144576_C1998098,5
C0678133_C0144576,0
C0678133_C1998098,5
C1998098_C0144576,0
C1998098_C0678133,0
C1721377_C0146224,0
C0146224_C1721377,4
C0913246_C3818721,2
C3818721_C0913246,0
C0002333_C2974289,2
C2974289_C0002333,0
C0014582_C0008838,1
C0008838_C0014582,0
C0123931_C1099259,2
C0123931_C1831731,2
C1099259_C0123931,0
C1099259_C1831731,0
C1831731_C0123931,0
C1831731_C1099259,0
C0078257_C0292818,4
C0292818_C0078257,0
C0078257_C0018546,4
C0018546_C0078257,0
C0284559_C2935840,0
C0078257_C0008783,2
C0008783_C0078257,0
C0117996_C2974289,4
C2974289_C0117996,0
C0027358_C2974289,0
C2974289_C0027358,0
C0051821_C0025677,0
C0011015_C2974289,4
C2974289_C0011015,0
C2935840_C0079083,0
C2987648_C2935436,0
C2987648_C3643461,0
C2935436_C2987648,4
